id,modulo_id,titulo,ordem,duracao_minutos,tipo
336,32,Introdução a O poder de concretizar seus projetos antes de tudo,12,17,Vídeo
337,33,Implementando O poder de concretizar seus projetos sem preocupação,1,10,Vídeo
338,33,Implementando A certeza de concretizar seus projetos de maneira eficaz,2,40,Vídeo
339,33,Como Funciona A vantagem de atingir seus objetivos simplesmente,3,20,Texto
340,33,Implementando O poder de realizar seus sonhos com toda a tranquilidade,4,6,Quiz
341,33,Como Funciona O conforto de conseguir mais facilmente,5,39,Vídeo
342,33,Implementando A possibilidade de realizar seus sonhos em estado puro,6,44,Vídeo
343,33,Introdução a A simplicidade de ganhar naturalmente,7,18,Vídeo
344,33,Como Funciona A segurança de avançar sem preocupação,8,37,Vídeo
345,33,Introdução a A arte de atingir seus objetivos naturalmente,9,33,Vídeo
346,33,Implementando A liberdade de ganhar mais facilmente,10,16,Texto
347,33,Introdução a A possibilidade de evoluir simplesmente,11,18,Vídeo
348,33,Introdução a O poder de concretizar seus projetos mais rapidamente,12,14,Quiz
349,33,Introdução a A arte de conseguir simplesmente,13,20,Vídeo
350,33,Como Funciona A vantagem de inovar sem preocupação,14,35,Vídeo
351,34,Introdução a A vantagem de evoluir em estado puro,1,18,Vídeo
352,34,Introdução a O prazer de concretizar seus projetos com força total,2,32,Vídeo
353,34,Implementando A possibilidade de mudar mais rapidamente,3,9,Vídeo
354,34,Implementando O prazer de avançar mais facilmente,4,15,Vídeo
355,34,Como Funciona A arte de mudar com força total,5,23,Vídeo
356,34,Introdução a O prazer de ganhar direto da fonte,6,33,Vídeo
357,34,Introdução a A segurança de mudar direto da fonte,7,10,Quiz
358,34,Como Funciona A liberdade de evoluir mais rapidamente,8,6,Texto
359,34,Implementando A arte de conseguir com força total,9,28,Vídeo
360,34,Implementando O prazer de conseguir simplesmente,10,33,Vídeo
361,34,Implementando O poder de avançar antes de tudo,11,33,Vídeo
362,34,Implementando A liberdade de avançar com força total,12,38,Vídeo
363,34,Como Funciona O conforto de atingir seus objetivos naturalmente,13,36,Vídeo
364,34,Como Funciona A possibilidade de realizar seus sonhos com toda a tranquilidade,14,13,Texto
365,34,Introdução a O prazer de realizar seus sonhos simplesmente,15,10,Vídeo
366,34,Implementando A vantagem de conseguir com toda a tranquilidade,16,18,Texto
367,35,Introdução a O prazer de concretizar seus projetos com força total,1,31,Vídeo
368,35,Introdução a A segurança de atingir seus objetivos em estado puro,2,12,Texto
369,35,Como Funciona A liberdade de realizar seus sonhos com força total,3,34,Vídeo
370,35,Introdução a A possibilidade de mudar com toda a tranquilidade,4,20,Texto
371,35,Como Funciona O poder de avançar sem preocupação,5,29,Vídeo
372,35,Como Funciona A simplicidade de inovar antes de tudo,6,26,Vídeo
373,35,Implementando A certeza de conseguir com confiança,7,15,Quiz
374,35,Implementando O conforto de concretizar seus projetos sem preocupação,8,7,Texto
375,35,Como Funciona A vantagem de realizar seus sonhos com toda a tranquilidade,9,37,Vídeo
376,35,Como Funciona A vantagem de conseguir direto da fonte,10,14,Vídeo
377,35,Implementando A liberdade de mudar sem preocupação,11,33,Vídeo
378,35,Introdução a A possibilidade de inovar mais rapidamente,12,25,Vídeo
379,35,Implementando A arte de mudar mais rapidamente,13,42,Vídeo
380,35,Implementando O poder de mudar simplesmente,14,12,Texto
381,35,Como Funciona A certeza de conseguir de maneira eficaz,15,10,Quiz
382,35,Como Funciona O direito de conseguir com força total,16,18,Vídeo
383,36,Introdução a O prazer de atingir seus objetivos naturalmente,1,29,Vídeo
384,36,Introdução a O prazer de realizar seus sonhos mais facilmente,2,37,Vídeo
385,36,Implementando A liberdade de evoluir simplesmente,3,13,Vídeo
386,36,Introdução a A arte de conseguir de maneira eficaz,4,14,Vídeo
387,36,Introdução a A simplicidade de atingir seus objetivos com força total,5,11,Quiz
388,36,Como Funciona O prazer de avançar direto da fonte,6,10,Texto
389,36,Como Funciona O conforto de concretizar seus projetos de maneira eficaz,7,14,Quiz
390,36,Como Funciona A arte de realizar seus sonhos mais facilmente,8,17,Texto
391,36,Introdução a A simplicidade de atingir seus objetivos mais facilmente,9,13,Texto
392,36,Introdução a A vantagem de evoluir mais rapidamente,10,16,Texto
393,36,Introdução a A segurança de concretizar seus projetos com confiança,11,17,Vídeo
394,36,Implementando O prazer de realizar seus sonhos com toda a tranquilidade,12,14,Quiz
395,36,Introdução a O conforto de mudar em estado puro,13,8,Vídeo
396,36,Introdução a O prazer de ganhar mais rapidamente,14,17,Vídeo
397,36,Introdução a A vantagem de conseguir de maneira eficaz,15,8,Quiz
398,36,Introdução a O conforto de evoluir com confiança,16,9,Quiz
399,36,Como Funciona A simplicidade de evoluir mais facilmente,17,26,Vídeo
400,36,Introdução a A vantagem de evoluir direto da fonte,18,12,Texto
401,37,Como Funciona A certeza de realizar seus sonhos naturalmente,1,27,Vídeo
402,37,Implementando A arte de evoluir sem preocupação,2,5,Quiz
403,37,Implementando O direito de evoluir com toda a tranquilidade,3,12,Quiz
404,37,Implementando A simplicidade de mudar com toda a tranquilidade,4,12,Texto
405,37,Implementando O prazer de avançar antes de tudo,5,26,Vídeo
406,37,Introdução a O poder de realizar seus sonhos mais rapidamente,6,15,Vídeo
407,37,Implementando A possibilidade de realizar seus sonhos direto da fonte,7,30,Vídeo
408,37,Introdução a A vantagem de mudar mais rapidamente,8,16,Texto
409,38,Introdução a O poder de conseguir de maneira eficaz,1,16,Texto
410,38,Implementando A possibilidade de conseguir naturalmente,2,20,Vídeo
411,38,Como Funciona A segurança de atingir seus objetivos com toda a tranquilidade,3,32,Vídeo
412,38,Introdução a A simplicidade de conseguir direto da fonte,4,11,Vídeo
413,38,Como Funciona A vantagem de inovar mais facilmente,5,32,Vídeo
414,38,Implementando A liberdade de conseguir sem preocupação,6,14,Quiz
415,38,Implementando O prazer de evoluir mais rapidamente,7,38,Vídeo
416,38,Como Funciona A segurança de inovar com toda a tranquilidade,8,9,Texto
417,39,Implementando A certeza de avançar sem preocupação,1,7,Texto
418,39,Introdução a O direito de atingir seus objetivos naturalmente,2,22,Vídeo
419,39,Introdução a A liberdade de evoluir em estado puro,3,10,Texto
420,39,Como Funciona O conforto de atingir seus objetivos em estado puro,4,14,Texto
421,39,Implementando O poder de atingir seus objetivos de maneira eficaz,5,14,Quiz
422,39,Introdução a O prazer de mudar sem preocupação,6,21,Vídeo
423,39,Implementando O conforto de conseguir com toda a tranquilidade,7,9,Vídeo
424,39,Implementando A possibilidade de atingir seus objetivos com confiança,8,6,Quiz
425,40,Introdução a A certeza de inovar com toda a tranquilidade,1,39,Vídeo
426,40,Implementando O conforto de conseguir com confiança,2,15,Vídeo
427,40,Implementando O direito de inovar antes de tudo,3,20,Texto
428,40,Introdução a A arte de mudar mais rapidamente,4,32,Vídeo
429,40,Implementando O conforto de inovar de maneira eficaz,5,36,Vídeo
430,40,Introdução a A liberdade de realizar seus sonhos direto da fonte,6,44,Vídeo
431,40,Implementando A segurança de realizar seus sonhos com toda a tranquilidade,7,6,Quiz
432,40,Como Funciona A segurança de avançar direto da fonte,8,12,Vídeo
433,41,Como Funciona O conforto de conseguir mais facilmente,1,21,Vídeo
434,41,Como Funciona A liberdade de ganhar direto da fonte,2,11,Vídeo
435,41,Como Funciona A liberdade de atingir seus objetivos antes de tudo,3,36,Vídeo
436,41,Como Funciona O poder de realizar seus sonhos mais rapidamente,4,40,Vídeo
437,41,Implementando A liberdade de mudar simplesmente,5,44,Vídeo
438,41,Implementando A liberdade de concretizar seus projetos sem preocupação,6,16,Vídeo
439,41,Implementando A certeza de concretizar seus projetos mais facilmente,7,8,Vídeo
440,41,Introdução a A liberdade de concretizar seus projetos com força total,8,30,Vídeo
441,42,Implementando O conforto de atingir seus objetivos em estado puro,1,36,Vídeo
442,42,Como Funciona A simplicidade de evoluir antes de tudo,2,15,Texto
443,42,Como Funciona O direito de ganhar com toda a tranquilidade,3,11,Quiz
444,42,Como Funciona A certeza de conseguir de maneira eficaz,4,18,Texto
445,42,Como Funciona A arte de inovar de maneira eficaz,5,32,Vídeo
446,42,Como Funciona O conforto de ganhar mais facilmente,6,7,Texto
447,42,Implementando O direito de avançar mais rapidamente,7,20,Vídeo
448,42,Como Funciona A certeza de evoluir simplesmente,8,6,Quiz
449,42,Como Funciona O prazer de inovar simplesmente,9,19,Vídeo
450,42,Como Funciona O poder de conseguir em estado puro,10,15,Texto
451,43,Introdução a A vantagem de conseguir com força total,1,11,Texto
452,43,Implementando A arte de evoluir simplesmente,2,11,Vídeo
453,43,Implementando A certeza de concretizar seus projetos de maneira eficaz,3,15,Texto
454,43,Introdução a A segurança de mudar mais facilmente,4,13,Vídeo
455,43,Introdução a O prazer de avançar com confiança,5,27,Vídeo
456,43,Como Funciona O prazer de avançar mais rapidamente,6,10,Quiz
457,43,Implementando A vantagem de evoluir com confiança,7,14,Quiz
458,43,Implementando A possibilidade de evoluir com confiança,8,13,Texto
459,43,Como Funciona O direito de atingir seus objetivos com força total,9,17,Texto
460,43,Implementando A arte de ganhar sem preocupação,10,12,Texto
461,43,Implementando A segurança de conseguir simplesmente,11,18,Texto
462,43,Como Funciona O direito de ganhar direto da fonte,12,28,Vídeo
463,44,Implementando A liberdade de realizar seus sonhos de maneira eficaz,1,20,Vídeo
464,44,Como Funciona A liberdade de mudar sem preocupação,2,17,Texto
465,44,Como Funciona A segurança de evoluir simplesmente,3,45,Vídeo
466,44,Introdução a A simplicidade de mudar com força total,4,16,Texto
467,44,Introdução a O direito de avançar sem preocupação,5,31,Vídeo
468,44,Introdução a O poder de ganhar sem preocupação,6,36,Vídeo
469,44,Implementando O direito de conseguir antes de tudo,7,45,Vídeo
470,44,Implementando A simplicidade de ganhar mais rapidamente,8,17,Texto
471,44,Como Funciona A arte de realizar seus sonhos direto da fonte,9,30,Vídeo
472,44,Como Funciona A vantagem de concretizar seus projetos direto da fonte,10,8,Texto
473,44,Introdução a O direito de concretizar seus projetos simplesmente,11,12,Texto
474,44,Como Funciona A liberdade de inovar mais rapidamente,12,19,Vídeo
475,45,Como Funciona O poder de evoluir simplesmente,1,13,Texto
476,45,Como Funciona A arte de conseguir mais facilmente,2,9,Quiz
477,45,Como Funciona A simplicidade de concretizar seus projetos sem preocupação,3,12,Vídeo
478,45,Implementando A certeza de evoluir mais rapidamente,4,14,Texto
479,45,Como Funciona A certeza de atingir seus objetivos naturalmente,5,9,Texto
480,45,Como Funciona O direito de mudar sem preocupação,6,5,Texto
481,45,Introdução a O direito de avançar naturalmente,7,25,Vídeo
482,45,Introdução a A simplicidade de atingir seus objetivos naturalmente,8,14,Texto
483,45,Implementando O prazer de mudar em estado puro,9,12,Texto
484,45,Como Funciona A liberdade de atingir seus objetivos direto da fonte,10,36,Vídeo
485,45,Introdução a A segurança de evoluir em estado puro,11,20,Texto
486,45,Implementando A vantagem de conseguir sem preocupação,12,14,Texto
487,46,Como Funciona A certeza de mudar sem preocupação,1,14,Quiz
488,46,Como Funciona A vantagem de conseguir com confiança,2,13,Vídeo
489,46,Introdução a O conforto de atingir seus objetivos mais facilmente,3,7,Texto
490,46,Como Funciona O poder de conseguir mais facilmente,4,26,Vídeo
491,46,Implementando A arte de atingir seus objetivos em estado puro,5,38,Vídeo
492,46,Introdução a A vantagem de evoluir antes de tudo,6,27,Vídeo
493,46,Implementando A simplicidade de mudar em estado puro,7,8,Texto
494,46,Como Funciona A liberdade de conseguir com toda a tranquilidade,8,36,Vídeo
495,46,Implementando O poder de inovar sem preocupação,9,44,Vídeo
496,46,Introdução a A possibilidade de avançar mais rapidamente,10,36,Vídeo
497,46,Introdução a A possibilidade de realizar seus sonhos direto da fonte,11,42,Vídeo
498,46,Introdução a O poder de mudar mais rapidamente,12,12,Quiz
499,46,Implementando A arte de ganhar em estado puro,13,7,Texto
500,46,Como Funciona A possibilidade de inovar simplesmente,14,10,Vídeo
501,47,Implementando A liberdade de evoluir em estado puro,1,7,Texto
502,47,Como Funciona A liberdade de avançar direto da fonte,2,6,Quiz
503,47,Implementando A segurança de inovar sem preocupação,3,11,Quiz
504,47,Introdução a A arte de ganhar com força total,4,17,Texto
505,47,Como Funciona O conforto de concretizar seus projetos com toda a tranquilidade,5,6,Quiz
506,47,Como Funciona O poder de concretizar seus projetos sem preocupação,6,18,Vídeo
507,47,Como Funciona A possibilidade de atingir seus objetivos simplesmente,7,18,Texto
508,47,Implementando A possibilidade de realizar seus sonhos de maneira eficaz,8,15,Quiz
509,47,Introdução a A certeza de concretizar seus projetos com toda a tranquilidade,9,36,Vídeo
510,47,Implementando O poder de avançar com força total,10,43,Vídeo
511,47,Como Funciona O poder de ganhar com confiança,11,19,Texto
512,47,Introdução a A liberdade de ganhar simplesmente,12,8,Vídeo
513,47,Introdução a A simplicidade de avançar antes de tudo,13,8,Vídeo
514,47,Introdução a O poder de evoluir mais rapidamente,14,14,Texto
515,47,Implementando A arte de conseguir simplesmente,15,19,Texto
516,47,Implementando A arte de concretizar seus projetos mais facilmente,16,7,Texto
517,48,Como Funciona A certeza de atingir seus objetivos com confiança,1,14,Quiz
518,48,Introdução a O conforto de avançar com força total,2,35,Vídeo
519,48,Implementando A arte de concretizar seus projetos mais facilmente,3,9,Vídeo
520,48,Introdução a A simplicidade de inovar em estado puro,4,24,Vídeo
521,48,Como Funciona A segurança de ganhar em estado puro,5,14,Texto
522,48,Introdução a A liberdade de mudar sem preocupação,6,19,Vídeo
523,48,Como Funciona A vantagem de realizar seus sonhos simplesmente,7,12,Quiz
524,48,Introdução a A segurança de atingir seus objetivos com confiança,8,34,Vídeo
525,48,Introdução a O poder de concretizar seus projetos de maneira eficaz,9,12,Vídeo
526,48,Introdução a O direito de evoluir direto da fonte,10,12,Texto
527,48,Implementando A certeza de conseguir com força total,11,9,Vídeo
528,48,Como Funciona A segurança de conseguir sem preocupação,12,14,Quiz
529,48,Implementando O poder de ganhar com confiança,13,42,Vídeo
530,48,Implementando A segurança de avançar mais facilmente,14,10,Quiz
531,48,Como Funciona A simplicidade de ganhar antes de tudo,15,17,Texto
532,48,Implementando A simplicidade de conseguir com confiança,16,21,Vídeo
533,49,Introdução a O conforto de inovar simplesmente,1,19,Texto
534,49,Como Funciona O direito de atingir seus objetivos com toda a tranquilidade,2,32,Vídeo
535,49,Implementando A possibilidade de evoluir mais rapidamente,3,5,Texto
536,49,Implementando A simplicidade de inovar direto da fonte,4,6,Texto
537,49,Introdução a A liberdade de ganhar mais facilmente,5,45,Vídeo
538,49,Implementando A segurança de concretizar seus projetos com confiança,6,9,Texto
539,49,Implementando A segurança de conseguir naturalmente,7,19,Vídeo
540,49,Introdução a A liberdade de concretizar seus projetos sem preocupação,8,41,Vídeo
541,49,Introdução a O poder de conseguir mais rapidamente,9,17,Vídeo
542,49,Como Funciona A arte de evoluir antes de tudo,10,44,Vídeo
543,49,Implementando O prazer de avançar naturalmente,11,25,Vídeo
544,49,Implementando A possibilidade de mudar com toda a tranquilidade,12,12,Texto
545,49,Como Funciona A arte de conseguir naturalmente,13,19,Texto
546,49,Implementando O poder de inovar naturalmente,14,24,Vídeo
547,49,Implementando A liberdade de realizar seus sonhos com força total,15,5,Quiz
548,49,Como Funciona A liberdade de mudar antes de tudo,16,9,Vídeo
549,49,Introdução a A liberdade de inovar direto da fonte,17,20,Vídeo
550,49,Implementando A segurança de inovar sem preocupação,18,13,Quiz
551,50,Introdução a A liberdade de atingir seus objetivos mais rapidamente,1,21,Vídeo
552,50,Introdução a A certeza de avançar sem preocupação,2,18,Texto
553,50,Introdução a A arte de mudar simplesmente,3,16,Texto
554,50,Introdução a O direito de evoluir mais rapidamente,4,10,Quiz
555,50,Introdução a A certeza de atingir seus objetivos com confiança,5,15,Quiz
556,50,Implementando A vantagem de avançar com confiança,6,6,Quiz
557,50,Implementando A arte de mudar mais facilmente,7,11,Vídeo
558,50,Introdução a A vantagem de atingir seus objetivos mais rapidamente,8,12,Texto
559,50,Introdução a A liberdade de ganhar simplesmente,9,7,Quiz
560,50,Introdução a A simplicidade de conseguir sem preocupação,10,15,Vídeo
561,50,Implementando O poder de evoluir antes de tudo,11,16,Texto
562,50,Implementando A segurança de avançar naturalmente,12,12,Vídeo
563,50,Implementando O conforto de conseguir sem preocupação,13,30,Vídeo
564,50,Implementando A possibilidade de concretizar seus projetos sem preocupação,14,40,Vídeo
565,50,Introdução a O poder de mudar antes de tudo,15,31,Vídeo
566,50,Introdução a O direito de realizar seus sonhos direto da fonte,16,26,Vídeo
567,51,Implementando A possibilidade de mudar naturalmente,1,15,Quiz
568,51,Introdução a A arte de inovar com força total,2,33,Vídeo
569,51,Introdução a A simplicidade de concretizar seus projetos com toda a tranquilidade,3,11,Vídeo
570,51,Como Funciona A vantagem de realizar seus sonhos antes de tudo,4,42,Vídeo
571,51,Implementando A simplicidade de mudar simplesmente,5,6,Texto
572,51,Como Funciona O direito de avançar em estado puro,6,41,Vídeo
573,51,Como Funciona O direito de mudar em estado puro,7,14,Quiz
574,51,Introdução a A vantagem de mudar direto da fonte,8,38,Vídeo
575,51,Implementando A segurança de mudar mais rapidamente,9,21,Vídeo
576,51,Como Funciona A possibilidade de concretizar seus projetos naturalmente,10,22,Vídeo
577,51,Implementando O prazer de realizar seus sonhos com toda a tranquilidade,11,9,Quiz
578,51,Introdução a O direito de atingir seus objetivos naturalmente,12,17,Texto
579,51,Introdução a A simplicidade de concretizar seus projetos mais rapidamente,13,15,Vídeo
580,51,Como Funciona A possibilidade de avançar mais rapidamente,14,8,Vídeo
581,51,Implementando A certeza de ganhar sem preocupação,15,9,Vídeo
582,51,Introdução a A liberdade de avançar de maneira eficaz,16,44,Vídeo
583,52,Implementando O poder de evoluir em estado puro,1,15,Texto
584,52,Introdução a A segurança de ganhar sem preocupação,2,31,Vídeo
585,52,Implementando O direito de atingir seus objetivos mais rapidamente,3,17,Vídeo
586,52,Como Funciona A segurança de atingir seus objetivos com confiança,4,9,Quiz
587,52,Como Funciona O poder de evoluir sem preocupação,5,11,Vídeo
588,52,Introdução a A liberdade de atingir seus objetivos sem preocupação,6,31,Vídeo
589,52,Introdução a O conforto de ganhar direto da fonte,7,36,Vídeo
590,52,Implementando O conforto de concretizar seus projetos de maneira eficaz,8,9,Vídeo
591,52,Introdução a A arte de inovar com força total,9,17,Vídeo
592,52,Implementando A certeza de avançar mais facilmente,10,13,Texto
593,52,Como Funciona A segurança de atingir seus objetivos com confiança,11,22,Vídeo
594,52,Introdução a A segurança de ganhar simplesmente,12,11,Texto
595,52,Como Funciona O prazer de ganhar antes de tudo,13,43,Vídeo
596,52,Como Funciona A certeza de mudar mais rapidamente,14,20,Texto
597,52,Introdução a O poder de conseguir com toda a tranquilidade,15,10,Vídeo
598,52,Como Funciona O direito de inovar mais rapidamente,16,37,Vídeo
599,52,Como Funciona A segurança de ganhar com toda a tranquilidade,17,10,Vídeo
600,52,Como Funciona A segurança de atingir seus objetivos mais rapidamente,18,41,Vídeo
601,53,Implementando A segurança de avançar naturalmente,1,34,Vídeo
602,53,Como Funciona A certeza de realizar seus sonhos com confiança,2,24,Vídeo
603,53,Introdução a A arte de atingir seus objetivos em estado puro,3,18,Texto
604,53,Como Funciona A segurança de realizar seus sonhos com confiança,4,18,Vídeo
605,53,Implementando A simplicidade de realizar seus sonhos mais facilmente,5,20,Texto
606,53,Como Funciona O direito de avançar com confiança,6,7,Quiz
607,53,Como Funciona A possibilidade de realizar seus sonhos com toda a tranquilidade,7,11,Quiz
608,53,Introdução a O conforto de avançar com confiança,8,11,Vídeo
609,53,Implementando A vantagem de conseguir mais rapidamente,9,6,Texto
610,53,Implementando A segurança de conseguir com toda a tranquilidade,10,8,Texto
611,53,Como Funciona O prazer de evoluir sem preocupação,11,40,Vídeo
612,53,Implementando O poder de realizar seus sonhos com toda a tranquilidade,12,35,Vídeo
613,54,Como Funciona O direito de ganhar com toda a tranquilidade,1,39,Vídeo
614,54,Implementando A vantagem de concretizar seus projetos com toda a tranquilidade,2,8,Vídeo
615,54,Introdução a A certeza de evoluir com força total,3,9,Vídeo
616,54,Introdução a A vantagem de avançar com confiança,4,43,Vídeo
617,54,Introdução a O poder de evoluir em estado puro,5,22,Vídeo
618,54,Implementando A certeza de conseguir sem preocupação,6,27,Vídeo
619,54,Implementando A possibilidade de concretizar seus projetos antes de tudo,7,18,Vídeo
620,54,Implementando A segurança de evoluir com força total,8,19,Vídeo
621,54,Introdução a A arte de atingir seus objetivos de maneira eficaz,9,9,Quiz
622,54,Como Funciona A liberdade de evoluir com confiança,10,9,Quiz
623,54,Introdução a A possibilidade de inovar em estado puro,11,12,Quiz
624,54,Introdução a O direito de conseguir com força total,12,8,Vídeo
625,55,Como Funciona A vantagem de ganhar em estado puro,1,32,Vídeo
626,55,Introdução a A liberdade de concretizar seus projetos direto da fonte,2,23,Vídeo
627,55,Como Funciona O poder de realizar seus sonhos de maneira eficaz,3,38,Vídeo
628,55,Implementando A certeza de avançar em estado puro,4,41,Vídeo
629,55,Implementando O poder de conseguir mais facilmente,5,25,Vídeo
630,55,Introdução a A simplicidade de inovar com confiança,6,45,Vídeo
631,55,Como Funciona O prazer de ganhar em estado puro,7,16,Texto
632,55,Como Funciona A possibilidade de concretizar seus projetos com confiança,8,8,Quiz
633,55,Como Funciona O poder de atingir seus objetivos com força total,9,14,Vídeo
634,55,Implementando O direito de concretizar seus projetos mais rapidamente,10,44,Vídeo
635,55,Introdução a O direito de avançar antes de tudo,11,6,Texto
636,55,Como Funciona O poder de avançar antes de tudo,12,5,Quiz
637,56,Implementando A simplicidade de inovar mais facilmente,1,44,Vídeo
638,56,Introdução a O direito de atingir seus objetivos com toda a tranquilidade,2,37,Vídeo
639,56,Implementando A vantagem de evoluir mais rapidamente,3,14,Texto
640,56,Introdução a O direito de realizar seus sonhos antes de tudo,4,15,Texto
641,56,Implementando A possibilidade de ganhar direto da fonte,5,37,Vídeo
642,56,Introdução a O conforto de ganhar naturalmente,6,33,Vídeo
643,56,Implementando A simplicidade de avançar com confiança,7,14,Quiz
644,56,Como Funciona O poder de concretizar seus projetos antes de tudo,8,19,Vídeo
645,56,Implementando A certeza de realizar seus sonhos mais facilmente,9,6,Texto
646,56,Como Funciona O prazer de inovar com confiança,10,12,Texto
647,56,Como Funciona O conforto de mudar com toda a tranquilidade,11,34,Vídeo
648,56,Como Funciona O prazer de evoluir mais facilmente,12,17,Texto
649,56,Introdução a O prazer de realizar seus sonhos com confiança,13,27,Vídeo
650,56,Introdução a A possibilidade de atingir seus objetivos mais facilmente,14,44,Vídeo
651,57,Implementando A liberdade de avançar mais rapidamente,1,19,Vídeo
652,57,Introdução a A arte de conseguir simplesmente,2,10,Quiz
653,57,Introdução a A liberdade de ganhar mais facilmente,3,8,Texto
654,57,Implementando A segurança de avançar em estado puro,4,13,Quiz
655,57,Como Funciona O poder de realizar seus sonhos naturalmente,5,25,Vídeo
656,57,Introdução a A vantagem de conseguir em estado puro,6,8,Texto
657,57,Implementando O conforto de ganhar naturalmente,7,16,Texto
658,57,Introdução a A liberdade de conseguir em estado puro,8,36,Vídeo
659,57,Implementando O poder de avançar simplesmente,9,6,Texto
660,57,Como Funciona O poder de atingir seus objetivos com toda a tranquilidade,10,43,Vídeo
661,57,Introdução a O conforto de realizar seus sonhos em estado puro,11,14,Texto
662,57,Implementando A arte de conseguir com confiança,12,18,Vídeo
663,57,Como Funciona A possibilidade de ganhar com confiança,13,32,Vídeo
664,57,Implementando O poder de realizar seus sonhos com toda a tranquilidade,14,37,Vídeo
665,57,Implementando A certeza de inovar sem preocupação,15,6,Texto
666,57,Implementando O conforto de atingir seus objetivos de maneira eficaz,16,33,Vídeo
