id,modulo_id,titulo,ordem,duracao_minutos,tipo
667,58,Implementando O direito de evoluir em estado puro,1,42,Vídeo
668,58,Implementando A segurança de avançar de maneira eficaz,2,34,Vídeo
669,58,Implementando O poder de avançar mais facilmente,3,24,Vídeo
670,58,Como Funciona A certeza de mudar antes de tudo,4,45,Vídeo
671,58,Implementando O conforto de ganhar mais facilmente,5,9,Quiz
672,58,Como Funciona A simplicidade de atingir seus objetivos direto da fonte,6,17,Texto
673,58,Como Funciona O conforto de mudar com confiança,7,45,Vídeo
674,58,Como Funciona A arte de evoluir simplesmente,8,37,Vídeo
675,58,Implementando A segurança de conseguir antes de tudo,9,39,Vídeo
676,58,Como Funciona A arte de ganhar mais rapidamente,10,8,Texto
677,58,Implementando A certeza de avançar direto da fonte,11,32,Vídeo
678,58,Implementando A liberdade de conseguir com confiança,12,42,Vídeo
679,58,Implementando O prazer de realizar seus sonhos direto da fonte,13,6,Quiz
680,58,Introdução a A simplicidade de mudar naturalmente,14,6,Quiz
681,58,Como Funciona A arte de realizar seus sonhos mais facilmente,15,16,Vídeo
682,58,Introdução a A arte de avançar sem preocupação,16,26,Vídeo
683,59,Implementando A possibilidade de ganhar em estado puro,1,29,Vídeo
684,59,Como Funciona O prazer de avançar simplesmente,2,13,Quiz
685,59,Implementando A certeza de ganhar com toda a tranquilidade,3,28,Vídeo
686,59,Introdução a O conforto de avançar direto da fonte,4,38,Vídeo
687,59,Implementando A segurança de avançar direto da fonte,5,37,Vídeo
688,59,Introdução a A vantagem de mudar de maneira eficaz,6,14,Texto
689,59,Como Funciona O poder de atingir seus objetivos sem preocupação,7,13,Vídeo
690,59,Introdução a O conforto de mudar naturalmente,8,32,Vídeo
691,59,Como Funciona A arte de avançar simplesmente,9,15,Texto
692,59,Como Funciona O conforto de mudar de maneira eficaz,10,13,Texto
693,59,Como Funciona O conforto de realizar seus sonhos com força total,11,5,Texto
694,59,Implementando O poder de ganhar naturalmente,12,14,Texto
695,59,Como Funciona A simplicidade de conseguir naturalmente,13,12,Quiz
696,59,Introdução a A liberdade de realizar seus sonhos simplesmente,14,28,Vídeo
697,59,Introdução a O prazer de realizar seus sonhos de maneira eficaz,15,28,Vídeo
698,59,Introdução a A segurança de realizar seus sonhos sem preocupação,16,11,Quiz
699,59,Como Funciona A arte de mudar com toda a tranquilidade,17,13,Quiz
700,59,Introdução a O conforto de evoluir sem preocupação,18,22,Vídeo
701,60,Como Funciona A vantagem de conseguir mais rapidamente,1,40,Vídeo
702,60,Como Funciona A vantagem de avançar com força total,2,36,Vídeo
703,60,Introdução a A certeza de atingir seus objetivos de maneira eficaz,3,27,Vídeo
704,60,Implementando A liberdade de conseguir direto da fonte,4,15,Vídeo
705,60,Implementando A arte de concretizar seus projetos em estado puro,5,12,Texto
706,60,Como Funciona A liberdade de inovar com toda a tranquilidade,6,6,Texto
707,60,Implementando A arte de evoluir antes de tudo,7,9,Quiz
708,60,Como Funciona O conforto de concretizar seus projetos naturalmente,8,14,Quiz
709,60,Como Funciona A simplicidade de inovar com confiança,9,29,Vídeo
710,60,Introdução a A certeza de mudar antes de tudo,10,13,Texto
711,61,Implementando O direito de mudar com força total,1,40,Vídeo
712,61,Como Funciona O poder de avançar com força total,2,43,Vídeo
713,61,Como Funciona A simplicidade de realizar seus sonhos mais rapidamente,3,6,Texto
714,61,Como Funciona O prazer de avançar naturalmente,4,11,Vídeo
715,61,Introdução a A simplicidade de concretizar seus projetos com força total,5,8,Vídeo
716,61,Como Funciona A simplicidade de mudar direto da fonte,6,35,Vídeo
717,61,Implementando O direito de atingir seus objetivos naturalmente,7,9,Quiz
718,61,Implementando O conforto de evoluir sem preocupação,8,14,Texto
719,61,Implementando A simplicidade de concretizar seus projetos antes de tudo,9,9,Texto
720,61,Introdução a A liberdade de concretizar seus projetos com confiança,10,28,Vídeo
721,62,Implementando A segurança de evoluir com força total,1,18,Texto
722,62,Introdução a A liberdade de inovar com toda a tranquilidade,2,17,Texto
723,62,Implementando O conforto de avançar de maneira eficaz,3,12,Texto
724,62,Introdução a A liberdade de concretizar seus projetos mais facilmente,4,18,Vídeo
725,62,Implementando O poder de concretizar seus projetos simplesmente,5,17,Texto
726,62,Introdução a A liberdade de ganhar direto da fonte,6,33,Vídeo
727,62,Como Funciona A simplicidade de avançar mais rapidamente,7,34,Vídeo
728,62,Introdução a A simplicidade de realizar seus sonhos mais facilmente,8,17,Texto
729,62,Introdução a O prazer de avançar simplesmente,9,13,Texto
730,62,Implementando O direito de avançar em estado puro,10,19,Texto
731,63,Introdução a O prazer de realizar seus sonhos com toda a tranquilidade,1,10,Vídeo
732,63,Como Funciona O prazer de conseguir naturalmente,2,24,Vídeo
733,63,Como Funciona A liberdade de ganhar direto da fonte,3,30,Vídeo
734,63,Implementando O poder de avançar direto da fonte,4,14,Vídeo
735,63,Como Funciona O conforto de mudar com confiança,5,43,Vídeo
736,63,Introdução a O conforto de inovar mais rapidamente,6,15,Texto
737,63,Introdução a O prazer de inovar com toda a tranquilidade,7,8,Texto
738,63,Introdução a O poder de conseguir com força total,8,8,Quiz
739,63,Como Funciona O direito de avançar simplesmente,9,32,Vídeo
740,63,Como Funciona O direito de ganhar em estado puro,10,16,Texto
741,64,Introdução a A liberdade de evoluir mais facilmente,1,30,Vídeo
742,64,Como Funciona A vantagem de evoluir com toda a tranquilidade,2,13,Texto
743,64,Como Funciona O prazer de evoluir com confiança,3,40,Vídeo
744,64,Introdução a A liberdade de ganhar com toda a tranquilidade,4,12,Texto
745,64,Introdução a O poder de evoluir sem preocupação,5,9,Vídeo
746,64,Implementando O direito de concretizar seus projetos em estado puro,6,11,Quiz
747,64,Implementando O direito de ganhar simplesmente,7,19,Vídeo
748,64,Implementando A simplicidade de conseguir mais facilmente,8,37,Vídeo
749,64,Implementando O prazer de mudar simplesmente,9,16,Vídeo
750,64,Implementando A arte de conseguir com confiança,10,18,Texto
751,65,Introdução a A liberdade de realizar seus sonhos direto da fonte,1,16,Texto
752,65,Implementando O conforto de concretizar seus projetos em estado puro,2,14,Quiz
753,65,Introdução a A segurança de mudar de maneira eficaz,3,12,Texto
754,65,Como Funciona O conforto de evoluir sem preocupação,4,19,Vídeo
755,65,Implementando O poder de atingir seus objetivos sem preocupação,5,25,Vídeo
756,65,Como Funciona A liberdade de conseguir com confiança,6,14,Texto
757,65,Como Funciona A arte de concretizar seus projetos em estado puro,7,38,Vídeo
758,65,Como Funciona A vantagem de avançar simplesmente,8,40,Vídeo
759,66,Introdução a A segurança de inovar mais facilmente,1,12,Texto
760,66,Implementando O conforto de atingir seus objetivos simplesmente,2,39,Vídeo
761,66,Implementando O direito de realizar seus sonhos com confiança,3,5,Quiz
762,66,Como Funciona O direito de atingir seus objetivos antes de tudo,4,29,Vídeo
763,66,Introdução a A possibilidade de mudar naturalmente,5,16,Vídeo
764,66,Como Funciona A certeza de mudar mais rapidamente,6,8,Vídeo
765,66,Como Funciona O direito de avançar naturalmente,7,8,Texto
766,66,Introdução a A certeza de avançar de maneira eficaz,8,13,Quiz
767,67,Introdução a A simplicidade de conseguir mais rapidamente,1,26,Vídeo
768,67,Introdução a A liberdade de concretizar seus projetos de maneira eficaz,2,41,Vídeo
769,67,Implementando O prazer de avançar de maneira eficaz,3,23,Vídeo
770,67,Introdução a A certeza de concretizar seus projetos naturalmente,4,13,Texto
771,67,Como Funciona O poder de concretizar seus projetos simplesmente,5,10,Texto
772,67,Como Funciona A possibilidade de realizar seus sonhos sem preocupação,6,23,Vídeo
773,67,Introdução a A possibilidade de realizar seus sonhos de maneira eficaz,7,22,Vídeo
774,67,Como Funciona A simplicidade de concretizar seus projetos direto da fonte,8,13,Vídeo
775,68,Introdução a A simplicidade de atingir seus objetivos direto da fonte,1,11,Vídeo
776,68,Introdução a A possibilidade de ganhar simplesmente,2,27,Vídeo
777,68,Implementando A segurança de avançar de maneira eficaz,3,14,Texto
778,68,Introdução a A possibilidade de atingir seus objetivos mais facilmente,4,26,Vídeo
779,68,Introdução a O prazer de mudar com toda a tranquilidade,5,19,Vídeo
780,68,Como Funciona A simplicidade de atingir seus objetivos sem preocupação,6,18,Vídeo
781,68,Como Funciona O conforto de realizar seus sonhos em estado puro,7,5,Texto
782,68,Introdução a A simplicidade de avançar com confiança,8,24,Vídeo
783,69,Implementando O direito de mudar simplesmente,1,22,Vídeo
784,69,Introdução a O poder de conseguir antes de tudo,2,15,Texto
785,69,Como Funciona O prazer de conseguir com confiança,3,35,Vídeo
786,69,Introdução a A liberdade de atingir seus objetivos em estado puro,4,25,Vídeo
787,69,Introdução a A liberdade de atingir seus objetivos com força total,5,5,Texto
788,69,Implementando A simplicidade de avançar mais rapidamente,6,14,Quiz
789,69,Introdução a O poder de concretizar seus projetos com força total,7,16,Vídeo
790,69,Implementando O poder de mudar em estado puro,8,12,Texto
791,70,Implementando A arte de avançar de maneira eficaz,1,14,Texto
792,70,Implementando A possibilidade de conseguir mais facilmente,2,16,Texto
793,70,Introdução a A segurança de atingir seus objetivos mais facilmente,3,25,Vídeo
794,70,Como Funciona O prazer de atingir seus objetivos mais rapidamente,4,10,Texto
795,70,Como Funciona A simplicidade de evoluir de maneira eficaz,5,12,Vídeo
796,70,Como Funciona O direito de realizar seus sonhos com força total,6,14,Quiz
797,70,Implementando O poder de conseguir em estado puro,7,37,Vídeo
798,70,Como Funciona A possibilidade de avançar mais facilmente,8,33,Vídeo
799,70,Implementando O direito de mudar com força total,9,8,Quiz
800,70,Implementando A segurança de evoluir mais facilmente,10,8,Vídeo
801,71,Introdução a O prazer de avançar de maneira eficaz,1,43,Vídeo
802,71,Introdução a A certeza de conseguir de maneira eficaz,2,6,Texto
803,71,Como Funciona A possibilidade de ganhar com confiança,3,38,Vídeo
804,71,Como Funciona A simplicidade de mudar de maneira eficaz,4,20,Texto
805,71,Como Funciona A segurança de evoluir em estado puro,5,6,Quiz
806,71,Introdução a O poder de conseguir sem preocupação,6,29,Vídeo
807,71,Implementando O direito de conseguir com confiança,7,9,Quiz
808,71,Implementando A vantagem de conseguir de maneira eficaz,8,24,Vídeo
809,71,Implementando A segurança de mudar em estado puro,9,12,Vídeo
810,71,Implementando O direito de concretizar seus projetos mais rapidamente,10,9,Texto
811,71,Implementando A vantagem de inovar sem preocupação,11,17,Texto
812,71,Como Funciona O prazer de mudar sem preocupação,12,27,Vídeo
813,72,Introdução a A vantagem de avançar antes de tudo,1,8,Quiz
814,72,Como Funciona O poder de avançar direto da fonte,2,35,Vídeo
815,72,Implementando A arte de evoluir mais rapidamente,3,44,Vídeo
816,72,Introdução a A possibilidade de realizar seus sonhos de maneira eficaz,4,12,Texto
817,72,Implementando A arte de conseguir com força total,5,14,Vídeo
818,72,Introdução a A segurança de realizar seus sonhos com confiança,6,7,Quiz
819,72,Introdução a A certeza de realizar seus sonhos sem preocupação,7,29,Vídeo
820,72,Implementando A vantagem de inovar com força total,8,16,Texto
821,72,Implementando A segurança de inovar naturalmente,9,36,Vídeo
822,72,Implementando A arte de realizar seus sonhos com confiança,10,43,Vídeo
823,72,Implementando A vantagem de realizar seus sonhos simplesmente,11,31,Vídeo
824,72,Introdução a A certeza de atingir seus objetivos direto da fonte,12,9,Vídeo
825,73,Como Funciona O conforto de evoluir mais rapidamente,1,37,Vídeo
826,73,Como Funciona A simplicidade de inovar com confiança,2,27,Vídeo
827,73,Introdução a A segurança de mudar em estado puro,3,36,Vídeo
828,73,Como Funciona A simplicidade de evoluir com confiança,4,17,Vídeo
829,73,Introdução a O poder de avançar antes de tudo,5,30,Vídeo
830,73,Implementando O direito de inovar simplesmente,6,14,Quiz
831,73,Introdução a O direito de avançar com toda a tranquilidade,7,13,Vídeo
832,73,Como Funciona O direito de concretizar seus projetos em estado puro,8,38,Vídeo
833,73,Introdução a A possibilidade de conseguir simplesmente,9,38,Vídeo
834,73,Implementando A possibilidade de mudar com confiança,10,44,Vídeo
835,73,Implementando O conforto de atingir seus objetivos simplesmente,11,10,Vídeo
836,73,Como Funciona O prazer de mudar com confiança,12,42,Vídeo
837,74,Introdução a A simplicidade de avançar naturalmente,1,26,Vídeo
838,74,Implementando O prazer de evoluir simplesmente,2,6,Texto
839,74,Introdução a O conforto de conseguir mais facilmente,3,9,Quiz
840,74,Como Funciona O direito de realizar seus sonhos naturalmente,4,36,Vídeo
841,74,Introdução a O prazer de concretizar seus projetos mais rapidamente,5,5,Quiz
842,74,Implementando O direito de ganhar mais facilmente,6,22,Vídeo
843,74,Implementando O poder de avançar sem preocupação,7,17,Vídeo
844,74,Introdução a A vantagem de evoluir antes de tudo,8,9,Quiz
845,74,Como Funciona A vantagem de avançar naturalmente,9,12,Vídeo
846,74,Introdução a A arte de ganhar com toda a tranquilidade,10,10,Vídeo
847,74,Introdução a A possibilidade de avançar com força total,11,13,Vídeo
848,74,Introdução a O poder de mudar de maneira eficaz,12,5,Texto
849,74,Implementando O conforto de avançar com toda a tranquilidade,13,37,Vídeo
850,74,Introdução a A possibilidade de atingir seus objetivos direto da fonte,14,23,Vídeo
851,75,Implementando A segurança de concretizar seus projetos simplesmente,1,37,Vídeo
852,75,Como Funciona A arte de conseguir com confiança,2,22,Vídeo
853,75,Como Funciona A vantagem de evoluir simplesmente,3,13,Vídeo
854,75,Como Funciona A vantagem de ganhar em estado puro,4,26,Vídeo
855,75,Introdução a O direito de evoluir em estado puro,5,17,Vídeo
856,75,Como Funciona A certeza de ganhar simplesmente,6,9,Texto
857,75,Introdução a O poder de inovar sem preocupação,7,42,Vídeo
858,75,Como Funciona O prazer de mudar com confiança,8,27,Vídeo
859,75,Como Funciona A arte de atingir seus objetivos naturalmente,9,16,Texto
860,75,Introdução a A liberdade de mudar com toda a tranquilidade,10,6,Quiz
861,75,Como Funciona O poder de realizar seus sonhos naturalmente,11,19,Vídeo
862,75,Implementando A vantagem de atingir seus objetivos com confiança,12,16,Vídeo
863,75,Implementando A segurança de ganhar de maneira eficaz,13,39,Vídeo
864,75,Implementando O conforto de evoluir antes de tudo,14,17,Texto
865,75,Implementando O poder de mudar naturalmente,15,40,Vídeo
866,75,Como Funciona O poder de mudar mais facilmente,16,19,Texto
867,76,Introdução a A certeza de avançar mais rapidamente,1,11,Vídeo
868,76,Introdução a A certeza de mudar de maneira eficaz,2,42,Vídeo
869,76,Implementando O conforto de mudar com toda a tranquilidade,3,10,Quiz
870,76,Introdução a O prazer de realizar seus sonhos mais facilmente,4,13,Texto
871,76,Introdução a O prazer de conseguir com toda a tranquilidade,5,13,Quiz
872,76,Como Funciona A certeza de evoluir sem preocupação,6,44,Vídeo
873,76,Implementando O prazer de realizar seus sonhos mais facilmente,7,8,Texto
874,76,Implementando O direito de avançar em estado puro,8,19,Texto
875,76,Introdução a A liberdade de avançar naturalmente,9,20,Vídeo
876,76,Implementando A liberdade de realizar seus sonhos direto da fonte,10,14,Quiz
877,76,Como Funciona A possibilidade de concretizar seus projetos de maneira eficaz,11,16,Texto
878,76,Implementando A liberdade de realizar seus sonhos com toda a tranquilidade,12,27,Vídeo
879,76,Implementando O poder de mudar com confiança,13,43,Vídeo
880,76,Como Funciona A possibilidade de inovar mais rapidamente,14,42,Vídeo
881,76,Implementando O conforto de atingir seus objetivos naturalmente,15,13,Quiz
882,76,Como Funciona A segurança de concretizar seus projetos simplesmente,16,26,Vídeo
883,77,Implementando A segurança de avançar de maneira eficaz,1,11,Vídeo
884,77,Introdução a O poder de avançar naturalmente,2,44,Vídeo
885,77,Como Funciona A certeza de inovar antes de tudo,3,19,Texto
886,77,Introdução a A liberdade de concretizar seus projetos mais facilmente,4,15,Quiz
887,77,Como Funciona O conforto de atingir seus objetivos mais rapidamente,5,20,Texto
888,77,Introdução a A vantagem de atingir seus objetivos direto da fonte,6,7,Texto
889,77,Implementando A simplicidade de concretizar seus projetos naturalmente,7,38,Vídeo
890,77,Implementando O direito de mudar sem preocupação,8,43,Vídeo
891,77,Como Funciona A segurança de realizar seus sonhos de maneira eficaz,9,9,Quiz
892,77,Implementando O direito de conseguir de maneira eficaz,10,20,Vídeo
893,77,Implementando A simplicidade de inovar de maneira eficaz,11,6,Quiz
894,77,Implementando A simplicidade de ganhar em estado puro,12,34,Vídeo
895,77,Como Funciona A possibilidade de evoluir naturalmente,13,20,Texto
896,77,Implementando A arte de realizar seus sonhos mais facilmente,14,23,Vídeo
897,77,Como Funciona O direito de realizar seus sonhos antes de tudo,15,5,Quiz
898,77,Como Funciona O poder de mudar mais rapidamente,16,40,Vídeo
899,77,Implementando A liberdade de concretizar seus projetos mais facilmente,17,20,Texto
900,77,Implementando O direito de evoluir de maneira eficaz,18,31,Vídeo
901,78,Como Funciona A possibilidade de evoluir naturalmente,1,44,Vídeo
902,78,Introdução a A liberdade de atingir seus objetivos com força total,2,17,Vídeo
903,78,Como Funciona O poder de avançar em estado puro,3,35,Vídeo
904,78,Introdução a A possibilidade de realizar seus sonhos antes de tudo,4,11,Texto
905,78,Como Funciona O poder de conseguir com confiança,5,24,Vídeo
906,78,Implementando A possibilidade de concretizar seus projetos naturalmente,6,5,Texto
907,78,Implementando A certeza de avançar direto da fonte,7,40,Vídeo
908,78,Implementando A certeza de avançar em estado puro,8,35,Vídeo
909,78,Introdução a A vantagem de inovar mais facilmente,9,17,Texto
910,78,Implementando O prazer de avançar com confiança,10,8,Vídeo
911,78,Introdução a A liberdade de conseguir antes de tudo,11,13,Texto
912,78,Como Funciona O poder de avançar sem preocupação,12,11,Vídeo
913,78,Como Funciona A possibilidade de inovar com força total,13,23,Vídeo
914,78,Como Funciona A arte de evoluir em estado puro,14,5,Texto
915,78,Implementando O direito de realizar seus sonhos mais rapidamente,15,15,Quiz
916,78,Como Funciona A liberdade de avançar simplesmente,16,23,Vídeo
917,79,Implementando A certeza de atingir seus objetivos com força total,1,16,Vídeo
918,79,Implementando A simplicidade de inovar com toda a tranquilidade,2,6,Quiz
919,79,Como Funciona A certeza de ganhar em estado puro,3,14,Vídeo
920,79,Introdução a A liberdade de mudar com força total,4,36,Vídeo
921,79,Introdução a A liberdade de ganhar de maneira eficaz,5,40,Vídeo
922,79,Como Funciona O poder de concretizar seus projetos com toda a tranquilidade,6,25,Vídeo
923,79,Como Funciona A simplicidade de conseguir naturalmente,7,15,Quiz
924,79,Introdução a A certeza de atingir seus objetivos com força total,8,5,Texto
925,79,Introdução a A liberdade de concretizar seus projetos naturalmente,9,8,Quiz
926,79,Como Funciona A possibilidade de inovar antes de tudo,10,17,Vídeo
927,79,Como Funciona O poder de ganhar com força total,11,34,Vídeo
928,79,Como Funciona A liberdade de mudar de maneira eficaz,12,27,Vídeo
929,79,Como Funciona O prazer de mudar direto da fonte,13,13,Texto
930,79,Como Funciona A possibilidade de conseguir com confiança,14,20,Vídeo
931,79,Introdução a O poder de evoluir sem preocupação,15,23,Vídeo
932,79,Implementando O conforto de evoluir com confiança,16,21,Vídeo
933,80,Introdução a A vantagem de evoluir simplesmente,1,36,Vídeo
934,80,Como Funciona A vantagem de mudar direto da fonte,2,18,Texto
935,80,Implementando O direito de atingir seus objetivos mais rapidamente,3,14,Vídeo
936,80,Implementando O poder de avançar naturalmente,4,39,Vídeo
937,80,Como Funciona O poder de concretizar seus projetos mais facilmente,5,27,Vídeo
938,80,Implementando A possibilidade de atingir seus objetivos de maneira eficaz,6,10,Texto
939,80,Implementando A liberdade de ganhar direto da fonte,7,37,Vídeo
940,80,Implementando A certeza de conseguir direto da fonte,8,43,Vídeo
941,80,Implementando A arte de atingir seus objetivos sem preocupação,9,20,Vídeo
942,80,Como Funciona A simplicidade de atingir seus objetivos com confiança,10,25,Vídeo
943,80,Introdução a A arte de realizar seus sonhos com confiança,11,33,Vídeo
944,80,Implementando A arte de avançar direto da fonte,12,41,Vídeo
945,80,Como Funciona A simplicidade de ganhar simplesmente,13,6,Texto
946,80,Introdução a O prazer de evoluir mais rapidamente,14,13,Vídeo
947,80,Implementando O direito de concretizar seus projetos simplesmente,15,19,Texto
948,80,Como Funciona A liberdade de realizar seus sonhos mais rapidamente,16,14,Quiz
949,80,Implementando A possibilidade de realizar seus sonhos mais rapidamente,17,10,Quiz
950,80,Introdução a O conforto de realizar seus sonhos de maneira eficaz,18,38,Vídeo
951,81,Como Funciona A simplicidade de evoluir com força total,1,16,Vídeo
952,81,Implementando A possibilidade de ganhar mais rapidamente,2,8,Texto
953,81,Como Funciona A simplicidade de conseguir antes de tudo,3,7,Texto
954,81,Implementando A possibilidade de mudar de maneira eficaz,4,28,Vídeo
955,81,Implementando A certeza de mudar mais facilmente,5,15,Quiz
956,81,Introdução a A vantagem de mudar direto da fonte,6,30,Vídeo
957,81,Como Funciona A simplicidade de inovar antes de tudo,7,16,Texto
958,81,Introdução a O direito de atingir seus objetivos de maneira eficaz,8,17,Texto
959,81,Implementando O direito de conseguir de maneira eficaz,9,10,Texto
960,81,Introdução a A vantagem de ganhar com força total,10,15,Vídeo
961,81,Introdução a O poder de conseguir de maneira eficaz,11,18,Vídeo
962,81,Como Funciona A certeza de concretizar seus projetos mais facilmente,12,29,Vídeo
963,82,Como Funciona A arte de concretizar seus projetos com força total,1,9,Quiz
964,82,Como Funciona O prazer de atingir seus objetivos mais rapidamente,2,26,Vídeo
965,82,Como Funciona O poder de atingir seus objetivos mais facilmente,3,9,Vídeo
966,82,Como Funciona O conforto de atingir seus objetivos naturalmente,4,25,Vídeo
967,82,Implementando O poder de ganhar mais facilmente,5,24,Vídeo
968,82,Introdução a O poder de ganhar em estado puro,6,22,Vídeo
969,82,Introdução a O prazer de realizar seus sonhos antes de tudo,7,15,Texto
970,82,Como Funciona A vantagem de atingir seus objetivos com força total,8,12,Texto
971,82,Como Funciona O conforto de inovar com força total,9,6,Quiz
972,82,Introdução a O prazer de inovar simplesmente,10,21,Vídeo
973,82,Como Funciona A simplicidade de concretizar seus projetos mais rapidamente,11,43,Vídeo
974,82,Implementando A certeza de mudar com confiança,12,12,Texto
975,83,Introdução a A vantagem de avançar de maneira eficaz,1,19,Vídeo
976,83,Introdução a A segurança de mudar sem preocupação,2,10,Vídeo
977,83,Implementando A possibilidade de ganhar de maneira eficaz,3,9,Texto
978,83,Implementando O poder de realizar seus sonhos de maneira eficaz,4,10,Quiz
979,83,Implementando A vantagem de conseguir com confiança,5,38,Vídeo
980,83,Introdução a A arte de ganhar mais facilmente,6,23,Vídeo
981,83,Como Funciona A segurança de realizar seus sonhos direto da fonte,7,34,Vídeo
982,83,Introdução a O conforto de atingir seus objetivos com força total,8,13,Vídeo
983,83,Introdução a O conforto de ganhar em estado puro,9,37,Vídeo
984,83,Introdução a O prazer de conseguir com confiança,10,14,Texto
985,83,Como Funciona O poder de avançar em estado puro,11,44,Vídeo
986,83,Implementando O prazer de ganhar com confiança,12,14,Texto
987,84,Implementando O conforto de realizar seus sonhos com toda a tranquilidade,1,8,Quiz
988,84,Implementando A simplicidade de mudar naturalmente,2,9,Quiz
989,84,Implementando O poder de ganhar de maneira eficaz,3,20,Texto
990,84,Introdução a A possibilidade de realizar seus sonhos com força total,4,20,Texto
991,84,Implementando O prazer de ganhar antes de tudo,5,17,Vídeo
992,84,Como Funciona O direito de ganhar naturalmente,6,19,Texto
993,84,Como Funciona A simplicidade de avançar em estado puro,7,14,Quiz
994,84,Implementando O direito de concretizar seus projetos mais facilmente,8,11,Texto
995,84,Introdução a O direito de mudar com força total,9,32,Vídeo
996,84,Implementando O prazer de mudar com confiança,10,23,Vídeo
997,84,Implementando A liberdade de inovar com toda a tranquilidade,11,6,Quiz
998,84,Como Funciona O conforto de realizar seus sonhos com toda a tranquilidade,12,35,Vídeo
999,84,Como Funciona O poder de mudar antes de tudo,13,22,Vídeo
1000,84,Implementando A vantagem de ganhar mais facilmente,14,10,Vídeo
